email,password,identification,Nombre líder
dummy3007199@performance.meli.com,StarmeUpQ4+,performance-meli-30010577,PAOLA SCHOCHER
dummy3005443@performance.meli.com,StarmeUpQ4+,performance-meli-30018738,MIRIAM SAMANTHA CABRERA
dummy3007378@performance.meli.com,StarmeUpQ4+,performance-meli-30022112,JOSE MANUEL MORALES
dummy3005469@performance.meli.com,StarmeUpQ4+,performance-meli-30029404,EMILIA CABALLERO
dummy3005487@performance.meli.com,StarmeUpQ4+,performance-meli-30042154,GABRIELA MARQUEZ
dummy3008591@performance.meli.com,StarmeUpQ4+,performance-meli-30027689,LUCAS GABRIEL MARTINEZ VARGAS
dummy3008452@performance.meli.com,StarmeUpQ4+,performance-meli-30022917,MATHEUS GALUGA
dummy3008995@performance.meli.com,StarmeUpQ4+,performance-meli-30011915,MILAGROS CHARNEY SANTOS SILVA
dummy3008218@performance.meli.com,StarmeUpQ4+,performance-meli-30100425,PATRICIA ANDREU
dummy3008174@performance.meli.com,StarmeUpQ4+,performance-meli-30108533,DANIELA DIEGO FARIA
dummy3006457@performance.meli.com,StarmeUpQ4+,performance-meli-30041311,RICARDO CRISTINE DA SILVA DONCILIO
dummy3005596@performance.meli.com,StarmeUpQ4+,performance-meli-30041662,VALENTINA ORLANDO
dummy3005281@performance.meli.com,StarmeUpQ4+,performance-meli-30070895,EMILIA LORENA GONZALEZ OSSA
dummy3005402@performance.meli.com,StarmeUpQ4+,performance-meli-30083342,MELISSA STEFANY GARCIA
dummy3005187@performance.meli.com,StarmeUpQ4+,performance-meli-30060557,PILAR GALLO
dummy3009091@performance.meli.com,StarmeUpQ4+,performance-meli-3444,JUAN IGNACIO MARÍA GORDICZ
dummy3008333@performance.meli.com,StarmeUpQ4+,performance-meli-30095713,LUCIANA JAQUE KADIS
dummy3009194@performance.meli.com,StarmeUpQ4+,performance-meli-30000742,JOHANNA NATALIA MELO DE FREITAS
dummy3008857@performance.meli.com,StarmeUpQ4+,performance-meli-30015658,JUAN PABLO RUSSO
dummy3008841@performance.meli.com,StarmeUpQ4+,performance-meli-30049368,NICOLAS OBERTI
dummy3008637@performance.meli.com,StarmeUpQ4+,performance-meli-30023486,FEDERICO GORIN
dummy3008810@performance.meli.com,StarmeUpQ4+,performance-meli-30050445,ROCÍO RUIZ MANNI
dummy3008888@performance.meli.com,StarmeUpQ4+,performance-meli-30044054,MICAELA ARIAS
dummy3008684@performance.meli.com,StarmeUpQ4+,performance-meli-30062464,GUSTAVO ARIOLI ESPINO
dummy3008903@performance.meli.com,StarmeUpQ4+,performance-meli-30043232,MILAGROS GARMENDIA
dummy3005097@performance.meli.com,StarmeUpQ4+,performance-meli-30010137,ANALIA INES PARIZZIA
dummy3005109@performance.meli.com,StarmeUpQ4+,performance-meli-30067704,EZEQUIEL PAZO
dummy3009113@performance.meli.com,StarmeUpQ4+,performance-meli-30101144,LUIS HENRIQUE OHOLEGUY
dummy3005197@performance.meli.com,StarmeUpQ4+,performance-meli-30098036,FELIPE ANTONIO FRENCIA LAGOS
dummy3008802@performance.meli.com,StarmeUpQ4+,performance-meli-30098070,HENRIQUE CONCHA MATELUNA
dummy3006737@performance.meli.com,StarmeUpQ4+,performance-meli-30198383,JOAO BARBOSA DELIA
